Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Pretax Net Income,Other Operating Rev,Total Operating Rev,Total Margin,Operating Margin,Location
2010,106334457,OASIS PSYCHIATRIC HEALTH FACILITY,RIVERSIDE,Investor,Psychiatric Health Facilities,,,16,16,16,3332679,$0.00,$3332679.00,0%,0%,"INDIO, California
(33.718649, -116.218182)"
2011,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,38,25,25,38693649,$81251.00,$38774900.00,0.2%,0.2%,"SUSANVILLE, California
(40.415483, -120.648932)"
2012,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,342,329,329,496053000,$10987000.00,$507040000.00,2.2%,2.2%,"SACRAMENTO, California
(38.582087, -121.50012)"
2012,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,Contra Costa,Investor,Comparable,,,189,189,75,115457227,$2977768.00,$118434995.00,2.5%,2.6%,"SAN PABLO, California
(37.960632, -122.34148)"
2010,106311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Non-Profit,Comparable,,,313,313,313,408966810,$4762803.00,$413729613.00,1.2%,1.2%,"ROSEVILLE, California
(38.74806, -121.285202)"
2012,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,San Diego,District,Comparable,,,679,679,505,373131870,$8534451.00,$381666321.00,2.2%,2.3%,"ESCONDIDO, California
(33.130363, -117.085357)"
2011,106190529,METHODIST HOSPITAL OF SOUTHERN CAL,Los Angeles,Non-Profit,Comparable,,,600,526,526,241870531,$1788101.00,$243658632.00,0.7%,0.7%,"ARCADIA, California
(34.136534, -118.040889)"
2011,106010776,CHILDREN'S HOSPITAL AND RESEARCH CENTER OF OAKLAND,Alameda,Non-Profit,Comparable,,,190,190,190,428772965,$87978000.00,$516750965.00,17%,20.5%,"OAKLAND, California
(37.804828, -122.27248)"
2011,106564121,THOUSAND OAKS SURGICAL HOSPITAL,Ventura,Investor,Comparable,,,21,21,21,35421581,$77649.00,$35499230.00,0.2%,0.2%,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2010,106410852,PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Comparable,,,345,345,345,439740076,$18878650.00,$458618726.00,4.1%,4.3%,"BURLINGAME, California
(37.584195, -122.366265)"
2010,106484001,VACA VALLEY HOSPITAL,SOLANO,Non-Profit,Comparable,,,50,50,50,97550749,$438597.00,$97989346.00,0.4%,0.4%,"VACAVILLE, California
(38.349747, -121.995003)"
2010,106374049,SHARP VISTA PACIFICA,SAN DIEGO,Non-Profit,Comparable,,,16,14,9,2948687,$87758.00,$3036445.00,2.9%,3%,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106150808,TEHACHAPI HOSPITAL,Kern,District,Comparable,,Rural,25,24,24,19839106,$178721.00,$20017827.00,0.9%,0.9%,"TEHACHAPI, California
(35.132317, -118.449074)"
2011,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,462,462,295,499423338,$4478233.00,$503901571.00,0.9%,0.9%,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Comparable,,,343,325,314,178061664,$1713324.00,$179774988.00,1%,1%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2012,106274043,NATIVIDAD MEDICAL CENTER,Monterey,City/County,Comparable,,,172,137,137,165214656,$4497821.00,$169712477.00,2.7%,2.7%,"SALINAS, California
(36.676795, -121.656421)"
2010,106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,RIVERSIDE,Investor,Comparable,,,68,68,48,6674510,$10321.00,$6684831.00,0.2%,0.2%,"RIVERSIDE, California
(33.980534, -117.377025)"
2011,106100899,ST. AGNES MEDICAL CENTER,Fresno,Non-Profit,Comparable,,,436,436,436,454999382,$8005981.00,$463005363.00,1.7%,1.8%,"FRESNO, California
(36.731654, -119.785856)"
2011,106141338,SOUTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,37,37,37,5142902,$1286275.00,$6429177.00,20%,25%,"LONE PINE, California
(36.604908, -118.062968)"
2010,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Comparable,,,395,324,217,154104139,$1677018.00,$155781157.00,1.1%,1.1%,"DOWNEY, California
(33.940946, -118.12752)"
2011,106190392,GOOD SAMARITAN HOSPITAL - LA,Los Angeles,Non-Profit,Comparable,,,408,313,181,267830151,$3332226.00,$271162377.00,1.2%,1.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,26739771,$1887902.00,$28627673.00,6.6%,7.1%,"REDLANDS, California
(34.055562, -117.182603)"
2010,106450936,MAYERS MEMORIAL HOSPITAL,SHASTA,District,Comparable,,Small,121,121,121,15477981,$133712.00,$15611693.00,0.9%,0.9%,"FALL RIVER MILLS, California
(41.003555, -121.439959)"
2011,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,342,329,329,478423000,$13079000.00,$491502000.00,2.7%,2.7%,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106361768,PATTON STATE HOSPITAL,SAN BERNARDINO,State,State Hospitals,,,1287,1400,1513,156777937,$0.00,$156777937.00,0%,0%,"PATTON, California
(34.135799, -117.223099)"
2012,106040875,FEATHER RIVER HOSPITAL,Butte,Non-Profit,Comparable,,,100,100,100,154380023,$1253103.00,$155633126.00,0.8%,0.8%,"PARADISE, California
(39.752081, -121.621973)"
2011,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH - PHF,San Joaquin,City/County,Psychiatric Health Facilities,,,16,16,16,6411216,$0.00,$6411216.00,0%,0%,"STOCKTON, California
(37.957541, -121.292451)"
2011,106100797,SIERRA KINGS DISTRICT HOSPITAL,Fresno,District,Comparable,,Rural,49,49,24,21270174,$5281785.00,$26551959.00,19.9%,24.8%,"REEDLEY, California
(36.597911, -119.456221)"
2011,106194010,AMERICAN RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,,,156,156,156,4972584,$27092.00,$4999676.00,0.5%,0.5%,"POMONA, California
(34.055118, -117.750048)"
2011,106190587,PACIFIC HOSPITAL OF LONG BEACH,Los Angeles,Investor,Comparable,,,184,160,160,149326328,$2999404.00,$152325732.00,2%,2%,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106190687,SANTA MONICA-UCLA MEDICAL CENTER-ORTHOPAEDIC,LOS ANGELES,Non-Profit,Comparable,,,315,299,299,327866352,$6077958.00,$333944310.00,1.8%,1.9%,"SANTA MONICA, California
(34.010932, -118.491512)"
2012,106331164,DESERT REGIONAL MEDICAL CENTER,Riverside,Investor,Comparable,,,387,351,217,392308741,$1513261.00,$393822002.00,0.4%,0.4%,"PALM SPRINGS, California
(33.830302, -116.546843)"
2010,106301304,NEWPORT BAY HOSPITAL,ORANGE,Investor,Comparable,,,34,34,34,9712403,$0.00,$9712403.00,0%,0%,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2010,106270744,COMMUNITY HOSPITAL OF MONTEREY PENINSULA,MONTEREY,Non-Profit,Comparable,,,259,205,205,379131814,$31881249.00,$411013063.00,7.8%,8.4%,"MONTEREY, California
(36.596808, -121.897127)"
2011,106240942,MERCY MEDICAL CENTER - MERCED,Merced,Non-Profit,Comparable,,,186,186,135,227044624,$1340895.00,$228385519.00,0.6%,0.6%,"MERCED, California
(37.306968, -120.481971)"
2012,106450949,MERCY MEDICAL CENTER - REDDING,Shasta,Non-Profit,Comparable,,,267,267,267,371031738,$6238173.00,$377269911.00,1.7%,1.7%,"REDDING, California
(40.574637, -122.38109)"
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Non-Profit,Comparable,,Small,42,42,42,60309252,$291591.00,$60600843.00,0.5%,0.5%,"JACKSON, California
(38.347604, -120.772295)"
2012,106301097,ANAHEIM GENERAL HOSPITAL,Orange,Investor,Comparable,,,143,126,126,29948774,$1111071.00,$31059845.00,3.6%,3.7%,"ANAHEIM, California
(33.834492, -117.915638)"
2012,106370759,PARADISE VALLEY HOSPITAL,San Diego,Non-Profit,Comparable,,,291,291,291,125383863,$1366215.00,$126750078.00,1.1%,1.1%,"NATIONAL CITY, California
(32.671538, -117.105196)"
2010,106040937,OROVILLE HOSPITAL,BUTTE,Non-Profit,Comparable,,,153,153,133,150972358,$3056783.00,$154029141.00,2%,2%,"OROVILLE, California
(39.512339, -121.554608)"
2010,106190232,DEL AMO HOSPITAL,LOS ANGELES,Investor,Comparable,,,166,166,138,30692023,$48005.00,$30740028.00,0.2%,0.2%,"TORRANCE, California
(33.836318, -118.340038)"
2012,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,,Rural,51,35,35,23711328,$110225.00,$23821553.00,0.5%,0.5%,"BLYTHE, California
(33.610437, -114.596827)"
2010,106301781,FAIRVIEW DEVELOPMENTAL CENTER,ORANGE,State,State Hospitals,,,1218,1005,459,115276115,$0.00,$115276115.00,0%,0%,"COSTA MESA, California
(33.663857, -117.904765)"
2010,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Non-Profit,Comparable,,,563,461,461,744638854,$27815136.00,$772453990.00,3.6%,3.7%,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2010,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Comparable,Teaching,,861,797,600,1083592089,$37600070.00,$1121192159.00,3.4%,3.5%,"LOMA LINDA, California
(34.048261, -117.261123)"
2010,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Comparable,,Small,99,99,99,53751898,$7103530.00,$60855428.00,11.7%,13.2%,"VICTORVILLE, California
(34.5121, -117.323632)"
2012,106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Fresno,District,Comparable,,Rural,49,49,12,29394397,$475845.00,$29870242.00,1.6%,1.6%,"REEDLEY, California
(36.597911, -119.456221)"
2011,106231013,MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,District,Comparable,,Rural,25,25,17,43548104,$558500.00,$44106604.00,1.3%,1.3%,"FORT BRAGG, California
(39.445486, -123.804543)"
2010,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,316,240,225,287106453,$16641512.00,$303747965.00,5.5%,5.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106100899,ST. AGNES MEDICAL CENTER,Fresno,Non-Profit,Comparable,,,436,436,436,398558302,$9522679.00,$408080981.00,2.3%,2.4%,"FRESNO, California
(36.731654, -119.785856)"
2011,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,San Francisco,Non-Profit,Comparable,Teaching,,970,765,765,1132305883,$43697776.00,$1176003659.00,3.7%,3.9%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106171049,ST. HELENA HOSPITAL - CLEARLAKE,Lake,Non-Profit,Comparable,,Rural,25,25,25,60815320,$169384.00,$60984704.00,0.3%,0.3%,"CLEARLAKE, California
(38.961814, -122.631261)"
2010,106105051,COALINGA STATE HOSPITAL,FRESNO,State,State Hospitals,,,1500,1028,911,181532956,$0.00,$181532956.00,0%,0%,"COALINGA, California
(36.139801, -120.360264)"
2011,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,40803591,$218224.00,$41021815.00,0.5%,0.5%,"FORTUNA, California
(40.58858, -124.146858)"
2010,106190782,TARZANA TREATMENT CENTER,LOS ANGELES,Non-Profit,Comparable,,,60,60,60,7067960,$0.00,$7067960.00,0%,0%,"TARZANA, California
(34.173302, -118.553101)"
2012,106190500,MARINA DEL REY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,90,90,43,91915367,$1510893.00,$93426260.00,1.6%,1.6%,"MARINA DEL REY, California
(33.98384, -118.451422)"
2012,106361266,MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,37,37,25,12730434,$1089520.00,$13819954.00,7.9%,8.6%,"LAKE ARROWHEAD, California
(34.251974, -117.181983)"
2010,106430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Comparable,Teaching,,574,554,554,720997252,$24736608.00,$745733860.00,3.3%,3.4%,"SAN JOSE, California
(37.334807, -121.888128)"
2010,106190756,ST. JOHNS HOSPITAL AND HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,,,265,232,232,256849361,$20740065.00,$277589426.00,7.5%,8.1%,"SANTA MONICA, California
(34.010932, -118.491512)"
2011,106380842,JEWISH HOME,San Francisco,Non-Profit,LTC Emphasis,,,491,430,430,60246047,$741929.00,$60987976.00,1.2%,1.2%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Non-Profit,Comparable,,Small,76,66,66,82310372,$586973.00,$82897345.00,0.7%,0.7%,"RED BLUFF, California
(40.176607, -122.234146)"
2011,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,135,135,116468261,$750129.00,$117218390.00,0.6%,0.6%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,434,413,250,225317422,$5750192.00,$231067614.00,2.5%,2.6%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106434051,CHILDRENS RECOVERY CENTER OF NO CALIFORNIA,Santa Clara,Investor,Comparable,,,29,27,26,7874271,$0.00,$7874271.00,0%,0%,"CAMPBELL, California
(37.28766, -121.942432)"
2011,106301357,NEWPORT SPECIALTY HOSPITAL,Orange,Investor,Comparable,,,177,109,57,28253569,$288286.00,$28541855.00,1%,1%,"TUSTIN, California
(33.742072, -117.818805)"
2011,106301209,HUNTINGTON BEACH HOSPITAL,Orange,Investor,Comparable,,,131,131,131,50832676,$364427.00,$51197103.00,0.7%,0.7%,"HUNTINGTON BEACH, California
(33.659775, -117.999313)"
2011,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,413070023,$79361208.00,$492431231.00,16.1%,-19.2%,"COLTON, California
(34.070139, -117.323641)"
2011,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,,Rural,76,76,66,82705078,$657767.00,$83362845.00,0.8%,0.8%,"RED BLUFF, California
(40.176607, -122.234146)"
2011,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,,,63,63,63,2647592,$122330.00,$2769922.00,4.4%,4.6%,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106341051,SUTTER MEDICAL CENTER OF SACRAMENTO,SACRAMENTO,Non-Profit,Comparable,,,754,620,620,788733996,$17508394.00,$806242390.00,2.2%,2.2%,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Comparable,,,178,178,178,66902103,$150248.00,$67052351.00,0.2%,0.2%,"SANTA ANA, California
(33.749738, -117.869781)"
2010,106100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Comparable,,,109,109,109,154349754,$1576576.00,$155926330.00,1%,1%,"CLOVIS, California
(36.823982, -119.696376)"
2012,106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Investor,Comparable,,,81,81,81,49626262,$409337.00,$50035599.00,0.8%,0.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106540734,KAWEAH DELTA MEDICAL CENTER,Tulare,District,Comparable,,,581,576,406,413485879,$26371344.00,$439857223.00,6%,6.4%,"VISALIA, California
(36.33012, -119.29888)"
2012,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,17539249,$53518.00,$17592767.00,0.3%,0.3%,"COALINGA, California
(36.139801, -120.360264)"
2012,106190110,BROTMAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,406,239,239,126079559,$2749753.00,$128829312.00,2.1%,2.2%,"CULVER CITY, California
(34.0225, -118.394287)"
2012,106370787,PROMISE HOSPITAL OF SAN DIEGO,San Diego,Investor,Comparable,,,100,100,67,36896620,$125316.00,$37021936.00,0.3%,0.3%,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,Teaching,,408,345,345,460992953,$11332301.00,$472325254.00,2.4%,2.5%,"SANTA BARBARA, California
(34.420867, -119.698342)"
2011,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Los Angeles,Investor,Comparable,,,159,159,159,59539396,$107102.00,$59646498.00,0.2%,0.2%,"HOLLYWOOD, California
(34.098301, -118.325798)"
2010,106190680,PROVIDENCE LITTLE CO OF MARY-SAN PEDRO,LOS ANGELES,Non-Profit,Comparable,,,556,356,267,174485441,$3600029.00,$178085470.00,2%,2.1%,"SAN PEDRO, California
(33.735802, -118.291397)"
2011,106500939,MEMORIAL HOSPITAL - MODESTO,Stanislaus,Non-Profit,Comparable,,,423,397,263,527583658,$8402418.00,$535986076.00,1.6%,1.6%,"MODESTO, California
(37.640735, -121.002435)"
2010,106560529,ST. JOHNS REGIONAL MEDICAL CENTER,VENTURA,Non-Profit,Comparable,,,265,265,161,231082882,$811132.00,$231894014.00,0.3%,0.4%,"OXNARD, California
(34.197663, -119.175947)"
2011,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Investor,Comparable,,,154,154,120,30858433,$99437.00,$30957870.00,0.3%,0.3%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,District,Comparable,,Rural,25,25,17,44021025,$3043306.00,$47064331.00,6.5%,6.9%,"FORT BRAGG, California
(39.445486, -123.804543)"
2012,106190323,GLENDALE ADVENTIST MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,515,462,340,329783365,$7711680.00,$337495045.00,2.3%,2.3%,"GLENDALE, California
(34.148138, -118.246437)"
2010,106304159,HEALTHBRIDGE CHILDRENS REHAB,ORANGE,Investor,Comparable,,,27,27,27,10731521,$530566.00,$11262087.00,4.7%,4.9%,"ORANGE, California
(33.791489, -117.853096)"
2012,106164029,ADVENTIST MEDICAL CENTER - HANFORD,Kings,Non-Profit,Comparable,,Rural,199,199,115,209036158,$2042115.00,$211078273.00,1%,1%,"HANFORD, California
(36.327726, -119.645914)"
2010,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Comparable,,,117,117,117,38924394,$90192.00,$39014586.00,0.2%,0.2%,"SOUTH EL MONTE, California
(34.043996, -118.046258)"
2010,106334018,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,District,Comparable,,,84,84,48,43850809,$132073.00,$43982882.00,0.3%,0.3%,"SUN CITY, California
(33.709202, -117.196404)"
2010,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,245,245,134,191192849,$2770488.00,$193963337.00,1.4%,1.4%,"TARZANA, California
(34.173302, -118.553101)"
2011,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,Investor,Comparable,,,99,99,99,39968756,$85983.00,$40054739.00,0.2%,0.2%,"SAN LEANDRO, California
(37.728364, -122.158612)"
2010,106014226,TELECARE-WILLOW ROCK CENTER,ALAMEDA,Investor,Psychiatric Health Facilities,,,16,16,16,3793344,$0.00,$3793344.00,0%,0%,"ALAMEDA, California
(37.765336, -122.241873)"
2011,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,,,126,126,126,79336676,$250809.00,$79587485.00,0.3%,0.3%,"CHINO, California
(34.010971, -117.689239)"
2011,106010967,ST. ROSE HOSPITAL,Alameda,Non-Profit,Comparable,,,217,181,181,115796765,$405897.00,$116202662.00,0.3%,0.4%,"HAYWARD, California
(37.672111, -122.083963)"
2012,106190196,KINDRED HOSPITAL - SOUTH BAY,Los Angeles,Investor,Comparable,,,84,84,84,51977798,$26320.00,$52004118.00,0.1%,0.1%,"GARDENA, California
(33.883764, -118.309144)"
2011,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,,Rural,46,46,13,49601912,$649933.00,$50251845.00,1.3%,1.3%,"LOS BANOS, California
(37.061242, -120.845795)"
2011,106370714,SHARP GROSSMONT HOSPITAL,San Diego,Non-Profit,Comparable,,,536,521,312,518228508,$3864683.00,$522093191.00,0.7%,0.7%,"LA MESA, California
(32.766157, -117.024725)"
2012,106141338,SOUTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,37,37,37,6322054,$617614.00,$6939668.00,8.9%,9.8%,"LONE PINE, California
(36.604908, -118.062968)"
2012,106344170,CRESTWOOD PHF - CARMICHAEL,Sacramento,Investor,Psychiatric Health Facilities,,,16,16,16,3127331,$123922.00,$3251253.00,3.8%,4%,"CARMICHAEL, California
(38.636604, -121.327265)"
2010,106190524,MISSION COMMUNITY HOSPITAL-PANORAMA,LOS ANGELES,Non-Profit,Comparable,,,145,120,115,67693120,$1669484.00,$69362604.00,2.4%,2.5%,"PANORAMA CITY, California
(34.224701, -118.448898)"
2011,106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Investor,Comparable,,,97,97,80,25755921,$21402.00,$25777323.00,0.1%,0.1%,"ROSEMEAD, California
(34.080676, -118.077638)"
2012,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,414,307,257,420487954,$19019215.00,$439507169.00,4.3%,4.5%,"BURBANK, California
(34.182052, -118.307476)"
2011,106400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,Non-Profit,Comparable,,,112,112,65,88908769,$1024879.00,$89933648.00,1.1%,1.2%,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2010,106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Comparable,,,154,154,115,36499790,$108397.00,$36608187.00,0.3%,0.3%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2012,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,,,16,16,16,19074763,$254453.00,$19329216.00,1.3%,1.3%,"MENLO PARK, California
(37.453629, -122.18296)"
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Comparable,,,581,576,442,407766657,$26333274.00,$434099931.00,6.1%,6.5%,"VISALIA, California
(36.33012, -119.29888)"
2011,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,84,84,48,38718947,$298978.00,$39017925.00,0.8%,0.8%,"SUN CITY, California
(33.709202, -117.196404)"
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Comparable,,Small,48,48,36,20544695,$636622.00,$21181317.00,3%,3.1%,"COLUSA, California
(39.209238, -122.008373)"
2011,106580996,RIDEOUT MEMORIAL HOSPITAL,Yuba,Non-Profit,Comparable,,,291,212,155,257046765,$1305216.00,$258351981.00,0.5%,0.5%,"MARYSVILLE, California
(39.141551, -121.587688)"
2011,106196168,EARL & LORRAINE MILLER CHILDRENS HOSPITAL,Los Angeles,Non-Profit,Comparable,,,324,324,210,371848236,$6456996.00,$378305232.00,1.7%,1.7%,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106470871,MERCY HOSPITAL-MT. SHASTA,SISKIYOU,Non-Profit,Comparable,,Small,74,43,43,48880378,$303002.00,$49183380.00,0.6%,0.6%,"MT. SHASTA, California
(41.313274, -122.312285)"
2010,106190176,CITY OF HOPE NATIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,217,185,185,565230767,$15799955.00,$581030722.00,2.7%,2.8%,"DUARTE, California
(34.139586, -117.973256)"
2011,106301379,WEST ANAHEIM MEDICAL CENTER,Orange,Investor,Comparable,,,219,219,219,86606201,$752141.00,$87358342.00,0.9%,0.9%,"ANAHEIM, California
(33.834492, -117.915638)"
2010,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH SERVICE,SAN JOAQUIN,City/County,Psychiatric Health Facilities,,,40,30,30,7747192,$0.00,$7747192.00,0%,0%,"STOCKTON, California
(37.957541, -121.292451)"
2010,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Comparable,,,408,345,345,455420813,$14220175.00,$469640988.00,3%,3.1%,"SANTA BARBARA, California
(34.420867, -119.698342)"
2011,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,411,411,249,340687338,$8034092.00,$348721430.00,2.3%,2.4%,"NORTHRIDGE, California
(34.228298, -118.535797)"
